id;nama;main_product;by_product;jenis;code_item;sku;slug;type;berat_kali;category_id;created_at;updated_at;deleted_at;key;status
1259;Ayam Parting Marinasi Parent 19-20 Frozen;NULL;NULL;frozen;NULL;1224500017;ayam-parting-marinasi-parent-19-20-frozen;NULL;NULL;9;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
1260;Ayam Parting Marinasi Parent 20-21 Frozen;NULL;NULL;frozen;NULL;1224500018;ayam-parting-marinasi-parent-20-21-frozen;NULL;NULL;9;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
1261;Ayam Parting Marinasi Parent 21-22 Frozen;NULL;NULL;frozen;NULL;1224500019;ayam-parting-marinasi-parent-21-22-frozen;NULL;NULL;9;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
1262;Ayam Parting Marinasi Parent 22-23 Frozen;NULL;NULL;frozen;NULL;1224500020;ayam-parting-marinasi-parent-22-23-frozen;NULL;NULL;9;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
1263;Ayam Parting Marinasi Parent 23-24 Frozen;NULL;NULL;frozen;NULL;1224500021;ayam-parting-marinasi-parent-23-24-frozen;NULL;NULL;9;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
1264;Ayam Parting Marinasi Parent 24-25 Frozen;NULL;NULL;frozen;NULL;1224500022;ayam-parting-marinasi-parent-24-25-frozen;NULL;NULL;9;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
1265;Ayam Parting Marinasi Parent 25 Up Frozen;NULL;NULL;frozen;NULL;1224500023;ayam-parting-marinasi-parent-25-up-frozen;NULL;NULL;9;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
1266;Boneless Dada Kulit Parent Frozen;NULL;NULL;frozen;NULL;1224600001;boneless-dada-kulit-parent-frozen;NULL;NULL;11;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
1267;Boneless Dada Sayap Parent Frozen;NULL;NULL;frozen;NULL;1224600002;boneless-dada-sayap-parent-frozen;NULL;NULL;11;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
1268;Boneless Dada Parent Frozen;NULL;NULL;frozen;NULL;1224600003;boneless-dada-parent-frozen;NULL;NULL;11;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
1269;Boneless Paha Kulit Parent Frozen;NULL;NULL;frozen;NULL;1224600004;boneless-paha-kulit-parent-frozen;NULL;NULL;11;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
1270;Boneless Paha Parent Frozen;NULL;NULL;frozen;NULL;1224600005;boneless-paha-parent-frozen;NULL;NULL;11;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
1271;Dada Utuh Parent Frozen;NULL;NULL;frozen;NULL;1224600006;dada-utuh-parent-frozen;NULL;NULL;11;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
1272;Daging Giling Dada Parent Frozen;NULL;NULL;frozen;NULL;1224600007;daging-giling-dada-parent-frozen;NULL;NULL;11;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
1273;Daging Giling Paha Parent Frozen;NULL;NULL;frozen;NULL;1224600008;daging-giling-paha-parent-frozen;NULL;NULL;11;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
1274;Daging Giling Mix Parent Frozen;NULL;NULL;frozen;NULL;1224600009;daging-giling-mix-parent-frozen;NULL;NULL;11;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
1275;Fillet Parent Frozen;NULL;NULL;frozen;NULL;1224600010;fillet-parent-frozen;NULL;NULL;11;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
1276;Paha Atas Parent Frozen;NULL;NULL;frozen;NULL;1224600011;paha-atas-parent-frozen;NULL;NULL;11;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
1277;Paha Bawah Parent Frozen;NULL;NULL;frozen;NULL;1224600012;paha-bawah-parent-frozen;NULL;NULL;11;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
1278;Paha Utuh Parent Frozen;NULL;NULL;frozen;NULL;1224600013;paha-utuh-parent-frozen;NULL;NULL;11;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
1279;Sayap Tulip Parent Frozen;NULL;NULL;frozen;NULL;1224600014;sayap-tulip-parent-frozen;NULL;NULL;11;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
1280;Sayap Parent Frozen;NULL;NULL;frozen;NULL;1224600015;sayap-parent-frozen;NULL;NULL;11;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
1281;Triming Dada Kulit Parent Frozen;NULL;NULL;frozen;NULL;1224600016;triming-dada-kulit-parent-frozen;NULL;NULL;11;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
1282;Triming Dada Parent Frozen;NULL;NULL;frozen;NULL;1224600017;triming-dada-parent-frozen;NULL;NULL;11;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
1283;Triming Paha Parent Frozen;NULL;NULL;frozen;NULL;1224600018;triming-paha-parent-frozen;NULL;NULL;11;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
1284;Triming Paha Kulit Parent Frozen;NULL;NULL;frozen;NULL;1224600019;triming-paha-kulit-parent-frozen;NULL;NULL;11;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
1285;Kerongkong Parent Frozen;NULL;NULL;frozen;NULL;1224700001;kerongkong-parent-frozen;NULL;NULL;16;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
1286;Kulit Parent Frozen;NULL;NULL;frozen;NULL;1224700002;kulit-parent-frozen;NULL;NULL;16;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
1287;Lemak Parent Frozen;NULL;NULL;frozen;NULL;1224700003;lemak-parent-frozen;NULL;NULL;16;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
1288;Punggung Parent Frozen;NULL;NULL;frozen;NULL;1224700004;punggung-parent-frozen;NULL;NULL;16;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
1289;Sayap Cepet Parent Frozen;NULL;NULL;frozen;NULL;1224700005;sayap-cepet-parent-frozen;NULL;NULL;16;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
1290;Triming Dada Lemak Parent Frozen;NULL;NULL;frozen;NULL;1224700006;triming-dada-lemak-parent-frozen;NULL;NULL;16;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
1291;Triming Paha Lemak Parent Frozen;NULL;NULL;frozen;NULL;1224700007;triming-paha-lemak-parent-frozen;NULL;NULL;16;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
1292;Tulang Dada Parent Frozen;NULL;NULL;frozen;NULL;1224700008;tulang-dada-parent-frozen;NULL;NULL;16;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
1293;Tulang Leher Parent Frozen;NULL;NULL;frozen;NULL;1224700009;tulang-leher-parent-frozen;NULL;NULL;16;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
1294;Tulang Paha Bawah Parent Frozen;NULL;NULL;frozen;NULL;1224700010;tulang-paha-bawah-parent-frozen;NULL;NULL;16;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
1295;Tulang Paha Atas Parent Frozen;NULL;NULL;frozen;NULL;1224700011;tulang-paha-atas-parent-frozen;NULL;NULL;16;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
1296;Tulang Paha Parent Frozen;NULL;NULL;frozen;NULL;1224700012;tulang-paha-parent-frozen;NULL;NULL;16;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
1297;Tunggir Parent Frozen;NULL;NULL;frozen;NULL;1224700013;tunggir-parent-frozen;NULL;NULL;16;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
1298;Sayap Memar Parent Frozen;NULL;NULL;frozen;NULL;1224700014;sayap-memar-parent-frozen;NULL;NULL;16;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
1299;Ampela Kotor Parent Frozen;NULL;NULL;frozen;NULL;1224810001;ampela-kotor-parent-frozen;NULL;NULL;10;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
1300;Ampela Bersih Parent Frozen;NULL;NULL;frozen;NULL;1224810002;ampela-bersih-parent-frozen;NULL;NULL;10;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
1301;Hati Parent Frozen;NULL;NULL;frozen;NULL;1224810003;hati-parent-frozen;NULL;NULL;10;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
1302;Hati Ampela Kotor Parent Frozen;NULL;NULL;frozen;NULL;1224810004;hati-ampela-kotor-parent-frozen;NULL;NULL;10;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
1303;Hati Hancur Parent Frozen;NULL;NULL;frozen;NULL;1224810005;hati-hancur-parent-frozen;NULL;NULL;10;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
1304;Lemak Ampla Parent Frozen;NULL;NULL;frozen;NULL;1224810006;lemak-ampla-parent-frozen;NULL;NULL;10;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
1305;Maras Parent Frozen;NULL;NULL;frozen;NULL;1224820001;maras-parent-frozen;NULL;NULL;10;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
1306;Jantung Parent Frozen;NULL;NULL;frozen;NULL;1224820002;jantung-parent-frozen;NULL;NULL;10;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
1307;Telur Muda Parent Frozen;NULL;NULL;frozen;NULL;1224820003;telur-muda-parent-frozen;NULL;NULL;10;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
1308;Tembolok Parent Frozen;NULL;NULL;frozen;NULL;1224820004;tembolok-parent-frozen;NULL;NULL;10;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
1309;Usus Parent Frozen;NULL;NULL;frozen;NULL;1224820005;usus-parent-frozen;NULL;NULL;10;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
1310;Kaki Kotor Parent Frozen;NULL;NULL;frozen;NULL;1224830001;kaki-kotor-parent-frozen;NULL;NULL;10;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
1311;Kaki Bersih Parent Frozen;NULL;NULL;frozen;NULL;1224830002;kaki-bersih-parent-frozen;NULL;NULL;10;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
1312;Kepala Parent Frozen;NULL;NULL;frozen;NULL;1224840001;kepala-parent-frozen;NULL;NULL;10;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
1313;Kepala Leher Parent Frozen;NULL;NULL;frozen;NULL;1224840002;kepala-leher-parent-frozen;NULL;NULL;10;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
1314;Leher Parent Frozen;NULL;NULL;frozen;NULL;1224840003;leher-parent-frozen;NULL;NULL;10;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
1315;AMPLA (KG);NULL;NULL;NULL;NULL;NULL;ampla-(kg);NULL;NULL;1;18/06/21 21.55;18/06/21 21.55;NULL;cgl-2hi5u9x0vuo0go4ocwowkogkk0oo4ss-1624002903;1
1316;AMPLA FROZEN (KG);NULL;NULL;NULL;NULL;NULL;ampla-frozen-(kg);NULL;NULL;1;18/06/21 21.55;18/06/21 21.55;NULL;cgl-9ko26mpfhxc0wsgooowg84ow4k884s4-1624002903;1
1317;ATI (KG);NULL;NULL;NULL;NULL;NULL;ati-(kg);NULL;NULL;1;18/06/21 21.55;18/06/21 21.55;NULL;cgl-d8n5y922a8844g8gg4o44gwkgss0kc8-1624002903;1
1318;ATI AMPELA (KG);NULL;NULL;NULL;NULL;NULL;ati-ampela-(kg);NULL;NULL;1;18/06/21 21.55;18/06/21 21.55;NULL;cgl-i89xtneg5b4k008ww8sos0s88g8sc0g-1624002903;1
1319;ATI AMPELA (KG) FZ;NULL;NULL;NULL;NULL;NULL;ati-ampela-(kg)-fz;NULL;NULL;1;18/06/21 21.55;18/06/21 21.55;NULL;cgl-cwcctn3zmvsckg4owcsg0occg8ks044-1624002903;1
1320;ATI AMPELA (PCS);NULL;NULL;NULL;NULL;NULL;ati-ampela-(pcs);NULL;NULL;1;18/06/21 21.55;18/06/21 21.55;NULL;cgl-pjy224ojlk0ksco4o4okwkk0cgoc844-1624002904;1
1321;ATI AMPELA (PCS) FZ;NULL;NULL;NULL;NULL;NULL;ati-ampela-(pcs)-fz;NULL;NULL;1;18/06/21 21.55;18/06/21 21.55;NULL;cgl-1b8tyrvo38lcwwkko84go4w8c4s8804-1624002904;1
1322;ATI FROZEN (KG);NULL;NULL;NULL;NULL;NULL;ati-frozen-(kg);NULL;NULL;1;18/06/21 21.55;18/06/21 21.55;NULL;cgl-nxd2uxg0t3kckcsgg8kwk4ogwg8c8s4-1624002904;1
1323;ATI HANCUR;NULL;NULL;NULL;NULL;NULL;ati-hancur;NULL;NULL;1;18/06/21 21.55;18/06/21 21.55;NULL;cgl-ndmwxujhthc0oc8044ckw00ksw0ww8o-1624002904;1
1324;ATI HANCUR FZ;NULL;NULL;NULL;NULL;NULL;ati-hancur-fz;NULL;NULL;1;18/06/21 21.55;18/06/21 21.55;NULL;cgl-2dkf69p06ejog4go80gocssgoo4s4kg-1624002904;1
1325;AYAM FROZEN 03-04;NULL;NULL;NULL;NULL;NULL;ayam-frozen-03-04;NULL;NULL;1;18/06/21 21.55;18/06/21 21.55;NULL;cgl-t3mx02661uok0kg08044c4040sgkc8s-1624002904;1
1326;AYAM FROZEN 04-05;NULL;NULL;NULL;NULL;NULL;ayam-frozen-04-05;NULL;NULL;1;18/06/21 21.55;18/06/21 21.55;NULL;cgl-12he4zhe7y6so0ggggkk0gwkccc84ss-1624002904;1
1327;AYAM FROZEN 05-06;NULL;NULL;NULL;NULL;NULL;ayam-frozen-05-06;NULL;NULL;1;18/06/21 21.55;18/06/21 21.55;NULL;cgl-ibct4ff0wqgwoogoogw8sok4csg8sks-1624002904;1
1328;AYAM FROZEN 05-06 PART;NULL;NULL;NULL;NULL;NULL;ayam-frozen-05-06-part;NULL;NULL;1;18/06/21 21.55;18/06/21 21.55;NULL;cgl-7qgpns11ugowk4gkk44swwoskowks0g-1624002904;1
1329;AYAM FROZEN 06-07;NULL;NULL;NULL;NULL;NULL;ayam-frozen-06-07;NULL;NULL;1;18/06/21 21.55;18/06/21 21.55;NULL;cgl-d3zi68plpfwokc8844ks8gg44sssw0k-1624002904;1
1330;AYAM FROZEN 06-07 PART;NULL;NULL;NULL;NULL;NULL;ayam-frozen-06-07-part;NULL;NULL;1;18/06/21 21.55;18/06/21 21.55;NULL;cgl-jq7qgd1z4pw0wsc8kg00kcsokgs4cso-1624002904;1
1331;AYAM FROZEN 07-08;NULL;NULL;NULL;NULL;NULL;ayam-frozen-07-08;NULL;NULL;1;18/06/21 21.55;18/06/21 21.55;NULL;cgl-f57pm6fqrtw0kokk8okgc8gcog8woo4-1624002904;1
1332;AYAM FROZEN 07-08 PART;NULL;NULL;NULL;NULL;NULL;ayam-frozen-07-08-part;NULL;NULL;1;18/06/21 21.55;18/06/21 21.55;NULL;cgl-9p7akc2oi2gwcowgo0ss40s4wk80k0k-1624002904;1
1333;AYAM FROZEN 08-09;NULL;NULL;NULL;NULL;NULL;ayam-frozen-08-09;NULL;NULL;1;18/06/21 21.55;18/06/21 21.55;NULL;cgl-ibesxqzf5bco8480cc8oosok4os4kk0-1624002905;1
1334;AYAM FROZEN 08-09 PART;NULL;NULL;NULL;NULL;NULL;ayam-frozen-08-09-part;NULL;NULL;1;18/06/21 21.55;18/06/21 21.55;NULL;cgl-4yfg27j3mikgo4gwkcgw4kwoks4scc4-1624002905;1
1335;AYAM FROZEN 09-10;NULL;NULL;NULL;NULL;NULL;ayam-frozen-09-10;NULL;NULL;1;18/06/21 21.55;18/06/21 21.55;NULL;cgl-qb6surttqwgskg40g8cgk80kosccc80-1624002905;1
1336;AYAM FROZEN 09-10 PART;NULL;NULL;NULL;NULL;NULL;ayam-frozen-09-10-part;NULL;NULL;1;18/06/21 21.55;18/06/21 21.55;NULL;cgl-q9occ8sbuggsowsgo0k8kog4oscocsk-1624002905;1
1337;AYAM FROZEN 10-11;NULL;NULL;NULL;NULL;NULL;ayam-frozen-10-11;NULL;NULL;1;18/06/21 21.55;18/06/21 21.55;NULL;cgl-3y0dde40q944sw888c8g0k0coscsgk4-1624002905;1
1338;AYAM FROZEN 10-11 PART;NULL;NULL;NULL;NULL;NULL;ayam-frozen-10-11-part;NULL;NULL;1;18/06/21 21.55;18/06/21 21.55;NULL;cgl-2lgec5kbed8g8g0scgwcc44cc4s8gg8-1624002905;1
1339;AYAM FROZEN 11-12;NULL;NULL;NULL;NULL;NULL;ayam-frozen-11-12;NULL;NULL;1;18/06/21 21.55;18/06/21 21.55;NULL;cgl-ec3gbbdr148oowkgg4ck0c8s0ss0koo-1624002905;1
1340;AYAM FROZEN 11-12 PART;NULL;NULL;NULL;NULL;NULL;ayam-frozen-11-12-part;NULL;NULL;1;18/06/21 21.55;18/06/21 21.55;NULL;cgl-jmqq9fro3dsgsw0okg4w0c8s40cckkg-1624002905;1
1341;AYAM FROZEN 12-13;NULL;NULL;NULL;NULL;NULL;ayam-frozen-12-13;NULL;NULL;1;18/06/21 21.55;18/06/21 21.55;NULL;cgl-7jf98525gnswcw800kkws8gcocs808c-1624002905;1
1342;AYAM FROZEN 12-13 PART;NULL;NULL;NULL;NULL;NULL;ayam-frozen-12-13-part;NULL;NULL;1;18/06/21 21.55;18/06/21 21.55;NULL;cgl-t0pqcnp9qc08sssk0sss08koss40gw8-1624002905;1
1343;AYAM FROZEN 13-14;NULL;NULL;NULL;NULL;NULL;ayam-frozen-13-14;NULL;NULL;1;18/06/21 21.55;18/06/21 21.55;NULL;cgl-coqqhhd8sv4g084gog0wcw4o8c0skc0-1624002905;1
1344;AYAM FROZEN 13-14 PART;NULL;NULL;NULL;NULL;NULL;ayam-frozen-13-14-part;NULL;NULL;1;18/06/21 21.55;18/06/21 21.55;NULL;cgl-2w092rp8ne0woso0so8go8wwckw04sw-1624002905;1
1345;AYAM FROZEN 14-15;NULL;NULL;NULL;NULL;NULL;ayam-frozen-14-15;NULL;NULL;1;18/06/21 21.55;18/06/21 21.55;NULL;cgl-cypskh6dqnksgs4gsokks04c4ogogcc-1624002905;1
1346;AYAM FROZEN 15<;NULL;NULL;NULL;NULL;NULL;ayam-frozen-15;NULL;NULL;1;18/06/21 21.55;18/06/21 21.55;NULL;cgl-gcjzar0t7ogkcks400c888s84gsssos-1624002906;1
1347;AYAM FROZEN PARENT;NULL;NULL;NULL;NULL;NULL;ayam-frozen-parent;NULL;NULL;1;18/06/21 21.55;18/06/21 21.55;NULL;cgl-c45bw1hurs0g0ckcg8owcooowokc0o8-1624002906;1
1348;AYAM KARKAS 03-04;NULL;NULL;NULL;NULL;NULL;ayam-karkas-03-04;NULL;NULL;1;18/06/21 21.55;18/06/21 21.55;NULL;cgl-d5zgk6kgblkw4kg4ck40kg8k8kgwwsk-1624002906;1
1349;AYAM KARKAS 04-05;NULL;NULL;NULL;NULL;NULL;ayam-karkas-04-05;NULL;NULL;1;18/06/21 21.55;18/06/21 21.55;NULL;cgl-g7qug6u9dfwowss84408s0gskggs8wg-1624002906;1
1350;AYAM KARKAS 04-05 PART;NULL;NULL;NULL;NULL;NULL;ayam-karkas-04-05-part;NULL;NULL;2;18/06/21 21.55;18/06/21 21.55;NULL;cgl-t5vkkiluklc4s084kko4skoosggkccc-1624002906;1
1351;AYAM KARKAS 05-06;NULL;NULL;NULL;NULL;NULL;ayam-karkas-05-06;NULL;NULL;1;18/06/21 21.55;18/06/21 21.55;NULL;cgl-6q3y044d2co4ccokwc0gscc88c84g40-1624002906;1
1352;AYAM KARKAS 05-06 PART;NULL;NULL;NULL;NULL;NULL;ayam-karkas-05-06-part;NULL;NULL;2;18/06/21 21.55;18/06/21 21.55;NULL;cgl-9y3yoqys3v488wko4wgcgwc0kgkcwoo-1624002906;1
1353;AYAM KARKAS 06-07;NULL;NULL;NULL;NULL;NULL;ayam-karkas-06-07;NULL;NULL;1;18/06/21 21.55;18/06/21 21.55;NULL;cgl-53j43zkdlqwwso04gc4444k04k40wo4-1624002906;1
1354;AYAM KARKAS 06-07 PART;NULL;NULL;NULL;NULL;NULL;ayam-karkas-06-07-part;NULL;NULL;2;18/06/21 21.55;18/06/21 21.55;NULL;cgl-scb1ggamx0ggwoo800g4c8cwoogco0c-1624002906;1
1355;AYAM KARKAS 07-08;NULL;NULL;NULL;NULL;NULL;ayam-karkas-07-08;NULL;NULL;1;18/06/21 21.55;18/06/21 21.55;NULL;cgl-77eg3g8c97okgc8kwk0488sccs4ow8o-1624002906;1
1356;AYAM KARKAS 07-08 PART;NULL;NULL;NULL;NULL;NULL;ayam-karkas-07-08-part;NULL;NULL;2;18/06/21 21.55;18/06/21 21.55;NULL;cgl-sg2zijtrruo48osk0wsc4og04ckwowg-1624002906;1
1357;AYAM KARKAS 08-09;NULL;NULL;NULL;NULL;NULL;ayam-karkas-08-09;NULL;NULL;1;18/06/21 21.55;18/06/21 21.55;NULL;cgl-cxn808888zs4gs48oss8sc40wsko8c4-1624002906;1
1358;AYAM KARKAS 08-09 PART;NULL;NULL;NULL;NULL;NULL;ayam-karkas-08-09-part;NULL;NULL;2;18/06/21 21.55;18/06/21 21.55;NULL;cgl-ffh5lohg2vc4g8ogc840gckcsos0gwg-1624002906;1
1359;AYAM KARKAS 09-10;NULL;NULL;NULL;NULL;NULL;ayam-karkas-09-10;NULL;NULL;1;18/06/21 21.55;18/06/21 21.55;NULL;cgl-bmytfb9i9u88g0ow4ww4ss4ooscwckc-1624002907;1
1360;AYAM KARKAS 09-10 PART;NULL;NULL;NULL;NULL;NULL;ayam-karkas-09-10-part;NULL;NULL;2;18/06/21 21.55;18/06/21 21.55;NULL;cgl-kmojcn17r1sos4s80gk04ko80wgcoo8-1624002907;1
1361;AYAM KARKAS 10-11;NULL;NULL;NULL;NULL;NULL;ayam-karkas-10-11;NULL;NULL;1;18/06/21 21.55;18/06/21 21.55;NULL;cgl-316x3j0g0xyc4okcg8skcoo8000kw0s-1624002907;1
1362;AYAM KARKAS 10-11 PART;NULL;NULL;NULL;NULL;NULL;ayam-karkas-10-11-part;NULL;NULL;2;18/06/21 21.55;18/06/21 21.55;NULL;cgl-cfmnrb4a6m8000ko0c4gg8gkkocwg84-1624002907;1
1363;AYAM KARKAS 11-12;NULL;NULL;NULL;NULL;NULL;ayam-karkas-11-12;NULL;NULL;1;18/06/21 21.55;18/06/21 21.55;NULL;cgl-911fl4spsk4cwgkso40844cc0sw0o8o-1624002907;1
1364;AYAM KARKAS 11-12 PART;NULL;NULL;NULL;NULL;NULL;ayam-karkas-11-12-part;NULL;NULL;2;18/06/21 21.55;18/06/21 21.55;NULL;cgl-kalfkj98ks0ocg8woosgcowgsk8gk00-1624002907;1
1365;AYAM KARKAS 12-13;NULL;NULL;NULL;NULL;NULL;ayam-karkas-12-13;NULL;NULL;1;18/06/21 21.55;18/06/21 21.55;NULL;cgl-iweshdxhgn40wo0c4kocssgowggk8ws-1624002907;1
1366;AYAM KARKAS 12-13 PART;NULL;NULL;NULL;NULL;NULL;ayam-karkas-12-13-part;NULL;NULL;2;18/06/21 21.55;18/06/21 21.55;NULL;cgl-rihml26sfms00gg0ggssosg8k40gkgk-1624002907;1
1367;AYAM KARKAS 13-14;NULL;NULL;NULL;NULL;NULL;ayam-karkas-13-14;NULL;NULL;1;18/06/21 21.55;18/06/21 21.55;NULL;cgl-hncd58abq9wg4csw8sgk0owkw4c8s4o-1624002907;1
1368;AYAM KARKAS 13-14 PART;NULL;NULL;NULL;NULL;NULL;ayam-karkas-13-14-part;NULL;NULL;2;18/06/21 21.55;18/06/21 21.55;NULL;cgl-c1oar9z0rj4gc0k4goos4w48k8cs84g-1624002907;1
1369;AYAM KARKAS 14< PART;NULL;NULL;NULL;NULL;NULL;ayam-karkas-14;NULL;NULL;2;18/06/21 21.55;18/06/21 21.55;NULL;cgl-2383hbw3kkw04s08wk440wskgscsg44-1624002907;1
1370;AYAM KARKAS 14-15;NULL;NULL;NULL;NULL;NULL;ayam-karkas-14-15;NULL;NULL;1;18/06/21 21.55;18/06/21 21.55;NULL;cgl-6sv2ma9826o8woosgw4k8swwgs0gsws-1624002907;1
1371;AYAM KARKAS 15>;NULL;NULL;NULL;NULL;NULL;ayam-karkas-15;NULL;NULL;1;18/06/21 21.55;18/06/21 21.55;NULL;cgl-4nf9vg7fs9wk0osgkgsk0kkggoc4s88-1624002908;1
1372;AYAM MEMAR;NULL;NULL;NULL;NULL;NULL;ayam-memar;NULL;NULL;1;18/06/21 21.55;18/06/21 21.55;NULL;cgl-6m6kcy6qrboc4co84wscw4kggosswws-1624002908;1
1373;AYAM PEJANTAN 05-06;NULL;NULL;NULL;NULL;NULL;ayam-pejantan-05-06;NULL;NULL;1;18/06/21 21.55;18/06/21 21.55;NULL;cgl-1iaug9ksqjnok8wcc00804swkgcws4c-1624002908;1
1374;AYAM PEJANTAN 05-06 FZ;NULL;NULL;NULL;NULL;NULL;ayam-pejantan-05-06-fz;NULL;NULL;1;18/06/21 21.55;18/06/21 21.55;NULL;cgl-41m9lgrwhreok8o4s0o0kwgcc4s4w4w-1624002908;1
1375;AYAM PEJANTAN 06-07;NULL;NULL;NULL;NULL;NULL;ayam-pejantan-06-07;NULL;NULL;1;18/06/21 21.55;18/06/21 21.55;NULL;cgl-ezpe0l4s52oskw40cgso8w0oo0cksoo-1624002908;1
1376;AYAM PEJANTAN 06-07 FZ;NULL;NULL;NULL;NULL;NULL;ayam-pejantan-06-07-fz;NULL;NULL;1;18/06/21 21.55;18/06/21 21.55;NULL;cgl-g8e86et1om8ks0kso0g4sow8c8cssgw-1624002908;1
1377;AYAM PEJANTAN 07-08;NULL;NULL;NULL;NULL;NULL;ayam-pejantan-07-08;NULL;NULL;1;18/06/21 21.55;18/06/21 21.55;NULL;cgl-5ijwv0l8zlwkc0w40oo4ko848kogw8k-1624002908;1
1378;AYAM PEJANTAN 07-08 FZ;NULL;NULL;NULL;NULL;NULL;ayam-pejantan-07-08-fz;NULL;NULL;1;18/06/21 21.55;18/06/21 21.55;NULL;cgl-5dqx4m3nyvoc08gw4c44gso8k8k4gg4-1624002908;1
1379;AYAM PEJANTAN 08-09;NULL;NULL;NULL;NULL;NULL;ayam-pejantan-08-09;NULL;NULL;1;18/06/21 21.55;18/06/21 21.55;NULL;cgl-h5a0j9q8wkgk0ow80wkockgkgw48g44-1624002908;1
1380;AYAM PEJANTAN 08-09 FZ;NULL;NULL;NULL;NULL;NULL;ayam-pejantan-08-09-fz;NULL;NULL;1;18/06/21 21.55;18/06/21 21.55;NULL;cgl-rinxr4yava8kgkcgsgw08ckws88osk-1624002908;1
1381;AYAM PEJANTAN 09-10;NULL;NULL;NULL;NULL;NULL;ayam-pejantan-09-10;NULL;NULL;1;18/06/21 21.55;18/06/21 21.55;NULL;cgl-d6niz4xerg0s8ckwwkgk84s40o84ssc-1624002908;1
1382;AYAM PEJANTAN 09-10 FZ;NULL;NULL;NULL;NULL;NULL;ayam-pejantan-09-10-fz;NULL;NULL;1;18/06/21 21.55;18/06/21 21.55;NULL;cgl-hqaujpnfyaokckos4ocsg0so04cc0s-1624002908;1
1383;AYAM PEJANTAN 10-11;NULL;NULL;NULL;NULL;NULL;ayam-pejantan-10-11;NULL;NULL;1;18/06/21 21.55;18/06/21 21.55;NULL;cgl-rpy1vd1qoz4sc00okcgos80sk0skswg-1624002909;1
1384;AYAM PEJANTAN 10-11 FZ;NULL;NULL;NULL;NULL;NULL;ayam-pejantan-10-11-fz;NULL;NULL;1;18/06/21 21.55;18/06/21 21.55;NULL;cgl-obs5fgxcqqsw8kcgwg0kc40gogs4ok0-1624002909;1
